frame,action,actionTime,frameMs,fps,windStrength,windTarget,headLinearSpeed,headAngularSpeed,maxDeviation,maxStaticPenetration,maxFrontStaticPenetration,maxFrontMeshPenetration,finite
2023,2,0.548103,2.4678,405.219,0.000000,0.000000,0.000000,0.0000,0.226211,0.000095,0.000095,0.000000,True
2024,2,0.550571,2.4995,400.080,0.000000,0.000000,0.000000,0.0000,0.226186,0.000078,0.000078,0.000000,True
2025,2,0.553071,2.4826,402.804,0.000000,0.000000,0.000000,0.0000,0.226126,0.000077,0.000077,0.000000,True
2026,2,0.555554,2.5043,399.313,0.000000,0.000000,0.000000,0.0000,0.226025,0.000153,0.000153,0.000000,True
2027,2,0.558058,2.5393,393.809,0.000000,0.000000,0.000000,0.0000,0.225846,0.000295,0.000295,0.000000,True
2028,2,0.560598,2.4828,402.771,0.000000,0.000000,0.000000,0.0000,0.225670,0.000369,0.000369,0.000000,True
2029,2,0.563081,2.4951,400.786,0.000000,0.000000,0.000000,0.0000,0.225516,0.000418,0.000418,0.000000,True
2030,2,0.565577,2.4843,402.528,0.000000,0.000000,0.000000,0.0000,0.225393,0.000455,0.000455,0.000000,True
2031,2,0.568062,2.5053,399.154,0.000000,0.000000,0.000000,0.0000,0.225299,0.000476,0.000476,0.000000,True
2032,2,0.570567,2.4774,403.649,0.000000,0.000000,0.000000,0.0000,0.225283,0.000482,0.000482,0.000000,True
2033,2,0.573045,2.5265,395.805,0.000000,0.000000,0.000000,0.0000,0.225339,0.000468,0.000468,0.000000,True
2034,2,0.575572,2.9553,338.375,0.000000,0.000000,0.000000,0.0000,0.225458,0.000456,0.000456,0.000000,True
2035,2,0.578528,2.5785,387.822,0.000000,0.000000,0.000000,0.0000,0.225547,0.000518,0.000518,0.000000,True
2036,2,0.581107,2.4657,405.564,0.000000,0.000000,0.000000,0.0000,0.225613,0.000590,0.000590,0.000000,True
2037,2,0.583573,2.5072,398.851,0.000000,0.000000,0.000000,0.0000,0.225642,0.000663,0.000663,0.000000,True
2038,2,0.586080,2.5280,395.570,0.000000,0.000000,0.000000,0.0000,0.225626,0.000742,0.000742,0.000000,True
2039,2,0.588609,2.5115,398.168,0.000000,0.000000,0.000000,0.0000,0.225577,0.000818,0.000818,0.000000,True
2040,2,0.591121,2.5491,392.295,0.000000,0.000000,0.000000,0.0000,0.225492,0.000887,0.000887,0.000000,True
2041,2,0.593670,2.4846,402.479,0.000000,0.000000,0.000000,0.0000,0.225407,0.000951,0.000951,0.000000,True
2042,2,0.596156,2.4490,408.330,0.000000,0.000000,0.000000,0.0000,0.225335,0.000999,0.000999,0.000000,True
2043,2,0.598605,2.5245,396.118,0.000000,0.000000,0.000000,0.0000,0.225279,0.001036,0.001036,0.000000,True
2044,2,0.601130,2.8114,355.695,0.000000,0.000000,0.000000,0.0000,0.225261,0.001064,0.001064,0.000000,True
2045,2,0.603942,4.6265,216.146,0.000000,0.000000,0.000000,0.0000,0.225254,0.001081,0.001081,0.000000,True
2046,2,0.608569,2.4361,410.492,0.000000,0.000000,0.000000,0.0000,0.225268,0.001068,0.001068,0.000000,True
2047,2,0.611005,2.5042,399.329,0.000000,0.000000,0.000000,0.0000,0.225357,0.001074,0.001074,0.000000,True
2048,2,0.613510,2.4809,403.080,0.000000,0.000000,0.000000,0.0000,0.225481,0.001126,0.001126,0.000000,True
2049,2,0.615991,2.5028,399.553,0.000000,0.000000,0.000000,0.0000,0.225628,0.001188,0.001188,0.000000,True
2050,2,0.618494,2.5060,399.042,0.000000,0.000000,0.000000,0.0000,0.225758,0.001254,0.001254,0.000000,True
2051,2,0.621001,2.4932,401.091,0.000000,0.000000,0.000000,0.0000,0.225856,0.001321,0.001321,0.000000,True
2052,2,0.623494,2.4649,405.696,0.000000,0.000000,0.000000,0.0000,0.225961,0.001384,0.001384,0.000000,True
2053,2,0.625960,2.5531,391.681,0.000000,0.000000,0.000000,0.0000,0.226059,0.001441,0.001441,0.000000,True
2054,2,0.628513,2.7672,361.376,0.000000,0.000000,0.000000,0.0000,0.226154,0.001498,0.001498,0.000000,True
2055,2,0.631281,2.4986,400.224,0.000000,0.000000,0.000000,0.0000,0.226253,0.001553,0.001553,0.000000,True
2056,2,0.633780,2.4617,406.223,0.000000,0.000000,0.000000,0.0000,0.226336,0.001579,0.001579,0.000000,True
2057,2,0.636242,2.5292,395.382,0.000000,0.000000,0.000000,0.0000,0.226405,0.001596,0.001596,0.000000,True
2058,2,0.638772,2.5714,388.893,0.000000,0.000000,0.000000,0.0000,0.226452,0.001600,0.001600,0.000000,True
2059,2,0.641344,2.5036,399.425,0.000000,0.000000,0.000000,0.0000,0.226483,0.001591,0.001591,0.000000,True
2060,2,0.643848,2.4726,404.433,0.000000,0.000000,0.000000,0.0000,0.226568,0.001593,0.001593,0.000000,True
2061,2,0.646321,2.6114,382.936,0.000000,0.000000,0.000000,0.0000,0.226751,0.001619,0.001619,0.000000,True
2062,2,0.648933,2.4795,403.307,0.000000,0.000000,0.000000,0.0000,0.227006,0.001653,0.001653,0.000000,True
2063,2,0.651413,2.5193,396.936,0.000000,0.000000,0.000000,0.0000,0.227276,0.001687,0.001687,0.000000,True
2064,2,0.653933,2.5161,397.441,0.000000,0.000000,0.000000,0.0000,0.227546,0.001725,0.001725,0.000000,True
2065,2,0.656449,2.4748,404.073,0.000000,0.000000,0.000000,0.0000,0.227610,0.001763,0.001763,0.000000,True
2066,2,0.658924,2.4787,403.437,0.000000,0.000000,0.000000,0.0000,0.227496,0.001799,0.001799,0.000000,True
2067,2,0.661403,2.4955,400.721,0.000000,0.000000,0.000000,0.0000,0.227370,0.001834,0.001834,0.000000,True
2068,2,0.663899,2.6731,374.098,0.000000,0.000000,0.000000,0.0000,0.227249,0.001866,0.001866,0.000000,True
2069,2,0.666573,2.4829,402.755,0.000000,0.000000,0.000000,0.0000,0.227162,0.001897,0.001897,0.000000,True
2070,2,0.669056,2.4795,403.307,0.000000,0.000000,0.000000,0.0000,0.227071,0.001916,0.001916,0.000000,True
2071,2,0.671536,2.5073,398.835,0.000000,0.000000,0.000000,0.0000,0.227001,0.001930,0.001930,0.000000,True
2072,2,0.674045,2.6333,379.752,0.000000,0.000000,0.000000,0.0000,0.226951,0.001934,0.001934,0.000000,True
2073,2,0.676679,2.5184,397.078,0.000000,0.000000,0.000000,0.0000,0.226936,0.001934,0.001934,0.000000,True
2074,2,0.679198,2.4655,405.597,0.000000,0.000000,0.000000,0.0000,0.227007,0.001952,0.001952,0.000000,True
2075,2,0.681663,2.5303,395.210,0.000000,0.000000,0.000000,0.0000,0.227137,0.001978,0.001978,0.000000,True
2076,2,0.684194,2.6057,383.774,0.000000,0.000000,0.000000,0.0000,0.227296,0.002012,0.002012,0.000000,True
2077,2,0.686800,2.5146,397.678,0.000000,0.000000,0.000000,0.0000,0.227460,0.002051,0.002051,0.000000,True
2078,2,0.689315,2.4772,403.682,0.000000,0.000000,0.000000,0.0000,0.227603,0.002092,0.002092,0.000000,True
2079,2,0.691793,2.5708,388.984,0.000000,0.000000,0.000000,0.0000,0.227727,0.002134,0.002134,0.000000,True
2080,2,0.694365,2.8436,351.667,0.000000,0.000000,0.000000,0.0000,0.227848,0.002177,0.002177,0.000000,True
2081,2,0.697208,2.5699,389.120,0.000000,0.000000,0.000000,0.0000,0.227985,0.002223,0.002223,0.000000,True
2082,2,0.699779,2.4937,401.011,0.000000,0.000000,0.000000,0.0000,0.228071,0.002259,0.002259,0.000000,True
2083,2,0.702273,2.5021,399.664,0.000000,0.000000,0.000000,0.0000,0.228135,0.002290,0.002290,0.000000,True
2084,2,0.704776,2.4990,400.160,0.000000,0.000000,0.000000,0.0000,0.228139,0.002314,0.002314,0.000000,True
2085,2,0.707275,2.5289,395.429,0.000000,0.000000,0.000000,0.0000,0.228136,0.002329,0.002329,0.000000,True
2086,2,0.709804,2.4612,406.306,0.000000,0.000000,0.000000,0.0000,0.228094,0.002335,0.002335,0.000000,True
2087,2,0.712266,2.4808,403.096,0.000000,0.000000,0.000000,0.0000,0.228143,0.002346,0.002346,0.000000,True
2088,2,0.714747,2.4621,406.157,0.000000,0.000000,0.000000,0.0000,0.228287,0.002367,0.002367,0.000000,True
2089,2,0.717209,2.5111,398.232,0.000000,0.000000,0.000000,0.0000,0.228478,0.002396,0.002396,0.000000,True
2090,2,0.719721,2.5143,397.725,0.000000,0.000000,0.000000,0.0000,0.228691,0.003726,0.003726,0.000000,True
2091,2,0.722235,2.5169,397.314,0.000000,0.000000,0.000000,0.0000,0.228898,0.004429,0.004429,0.000000,True
2092,2,0.724753,2.5365,394.244,0.000000,0.000000,0.000000,0.0000,0.229089,0.004876,0.004876,0.000000,True
2093,2,0.727290,2.4714,404.629,0.000000,0.000000,0.000000,0.0000,0.229260,0.005282,0.005282,0.000000,True
2094,2,0.729761,2.5014,399.776,0.000000,0.000000,0.000000,0.0000,0.229404,0.005638,0.005638,0.000000,True
2095,2,0.732264,2.5717,388.848,0.000000,0.000000,0.000000,0.0000,0.229531,0.005951,0.005951,0.000000,True
2096,2,0.734836,2.4929,401.139,0.000000,0.000000,0.000000,0.0000,0.229643,0.006217,0.006217,0.000000,True
2097,2,0.737329,2.5115,398.168,0.000000,0.000000,0.000000,0.0000,0.229708,0.006411,0.006411,0.000000,True
2098,2,0.739841,2.5332,394.758,0.000000,0.000000,0.000000,0.0000,0.229721,0.006527,0.006527,0.000000,True
2099,2,0.742375,2.4883,401.881,0.000000,0.000000,0.000000,0.0000,0.229665,0.006555,0.006555,0.000000,True
2100,2,0.744863,2.5041,399.345,0.000000,0.000000,0.000000,0.0000,0.229611,0.006545,0.006545,0.000000,True
2101,2,0.747368,2.5289,395.429,0.000000,0.000000,0.000000,0.0000,0.229684,0.006610,0.006610,0.000000,True
2102,2,0.749897,2.4967,400.529,0.000000,0.000000,0.000000,0.0000,0.229830,0.006758,0.006758,0.000000,True
2103,2,0.752394,2.4950,400.802,0.000000,0.000000,0.000000,0.0000,0.230026,0.006962,0.006962,0.000000,True
2104,2,0.754890,2.5174,397.235,0.000000,0.000000,0.000000,0.0000,0.230235,0.007204,0.007204,0.000000,True
2105,2,0.757407,2.5193,396.936,0.000000,0.000000,0.000000,0.0000,0.230452,0.007471,0.007471,0.000000,True
2106,2,0.759927,2.5069,398.899,0.000000,0.000000,0.000000,0.0000,0.230681,0.007745,0.007745,0.000000,True
2107,2,0.762434,2.5532,391.665,0.000000,0.000000,0.000000,0.0000,0.230886,0.008011,0.008011,0.000000,True
2108,2,0.764988,2.5202,396.794,0.000000,0.000000,0.000000,0.0000,0.231086,0.008261,0.008261,0.000000,True
2109,2,0.767509,2.5083,398.676,0.000000,0.000000,0.000000,0.0000,0.231229,0.008476,0.008476,0.000000,True
2110,2,0.770017,2.4961,400.625,0.000000,0.000000,0.000000,0.0000,0.231322,0.008645,0.008645,0.000000,True
2111,2,0.772514,2.5436,393.144,0.000000,0.000000,0.000000,0.0000,0.231369,0.008757,0.008757,0.000000,True
2112,2,0.775058,2.7394,365.044,0.000000,0.000000,0.000000,0.0000,0.231345,0.008804,0.008804,0.000000,True
2113,2,0.777798,2.5697,389.151,0.000000,0.000000,0.000000,0.0000,0.231262,0.008786,0.008786,0.000000,True
2114,2,0.780368,2.5145,397.693,0.000000,0.000000,0.000000,0.0000,0.231275,0.008806,0.008806,0.000000,True
2115,2,0.782883,2.5517,391.896,0.000000,0.000000,0.000000,0.0000,0.231393,0.008893,0.008893,0.000000,True
2116,2,0.785435,2.5160,397.456,0.000000,0.000000,0.000000,0.0000,0.231548,0.009036,0.009036,0.000000,True
2117,2,0.787951,2.5644,389.955,0.000000,0.000000,0.000000,0.0000,0.231702,0.009213,0.009213,0.000000,True
2118,2,0.790516,2.6634,375.460,0.000000,0.000000,0.000000,0.0000,0.231853,0.009414,0.009414,0.000000,True
2119,2,0.793180,2.5340,394.633,0.000000,0.000000,0.000000,0.0000,0.231999,0.009633,0.009633,0.000000,True
2120,2,0.795714,2.5721,388.787,0.000000,0.000000,0.000000,0.0000,0.232109,0.009838,0.009838,0.000000,True
2121,2,0.798287,2.6823,372.814,0.000000,0.000000,0.000000,0.0000,0.232216,0.010029,0.010029,0.000000,True
2122,2,0.800970,2.5445,393.005,0.000000,0.000000,0.000000,0.0000,0.232314,0.010203,0.010203,0.000000,True
2123,2,0.803515,2.6482,377.615,0.000000,0.000000,0.000000,0.0000,0.232359,0.010332,0.010332,0.000000,True
2124,2,0.806163,2.5601,390.610,0.000000,0.000000,0.000000,0.0000,0.232374,0.010419,0.010419,0.000000,True
2125,2,0.808724,2.5274,395.664,0.000000,0.000000,0.000000,0.0000,0.232330,0.010447,0.010447,0.000000,True
2126,2,0.811252,2.5194,396.920,0.000000,0.000000,0.000000,0.0000,0.232239,0.010419,0.010419,0.000000,True
2127,2,0.813772,2.5118,398.121,0.000000,0.000000,0.000000,0.0000,0.232244,0.010406,0.010406,0.000000,True
2128,2,0.816284,2.6488,377.529,0.000000,0.000000,0.000000,0.0000,0.232314,0.010443,0.010443,0.000000,True
2129,2,0.818933,2.5145,397.693,0.000000,0.000000,0.000000,0.0000,0.232434,0.010530,0.010530,0.000000,True
2130,2,0.821448,2.5523,391.804,0.000000,0.000000,0.000000,0.0000,0.232546,0.010645,0.010645,0.000000,True
2131,2,0.824000,2.5401,393.685,0.000000,0.000000,0.000000,0.0000,0.232658,0.010781,0.010781,0.000000,True
2132,2,0.826541,2.5352,394.446,0.000000,0.000000,0.000000,0.0000,0.232742,0.010928,0.010928,0.000000,True
2133,2,0.829077,2.5327,394.836,0.000000,0.000000,0.000000,0.0000,0.232804,0.011077,0.011077,0.000000,True
2134,2,0.831609,2.5435,393.159,0.000000,0.000000,0.000000,0.0000,0.232848,0.011220,0.011220,0.000000,True
2135,2,0.834154,2.7105,368.936,0.000000,0.000000,0.000000,0.0000,0.232869,0.011350,0.011350,0.000000,True
2136,2,0.836865,2.5285,395.491,0.000000,0.000000,0.000000,0.0000,0.232884,0.011464,0.011464,0.000000,True
2137,2,0.839394,2.4992,400.128,0.000000,0.000000,0.000000,0.0000,0.232859,0.011545,0.011545,0.000000,True
2138,2,0.841893,2.5318,394.976,0.000000,0.000000,0.000000,0.0000,0.232802,0.011586,0.011586,0.000000,True
2139,2,0.844425,2.4774,403.649,0.000000,0.000000,0.000000,0.0000,0.232709,0.011586,0.011586,0.000000,True
2140,2,0.846903,2.5164,397.393,0.000000,0.000000,0.000000,0.0000,0.232661,0.011577,0.011577,0.000000,True
2141,2,0.849421,2.5051,399.186,0.000000,0.000000,0.000000,0.0000,0.232667,0.011594,0.011594,0.000000,True
2142,2,0.851926,2.5027,399.569,0.000000,0.000000,0.000000,0.0000,0.232704,0.011643,0.011643,0.000000,True
2143,2,0.854429,2.4933,401.075,0.000000,0.000000,0.000000,0.0000,0.232752,0.011717,0.011717,0.000000,True
2144,2,0.856923,2.5211,396.652,0.000000,0.000000,0.000000,0.0000,0.232806,0.011809,0.011809,0.000000,True
2145,2,0.859444,2.4823,402.852,0.000000,0.000000,0.000000,0.0000,0.232840,0.011914,0.011914,0.000000,True
2146,2,0.861927,2.5619,390.335,0.000000,0.000000,0.000000,0.0000,0.232858,0.012027,0.012027,0.000000,True
2147,2,0.864489,2.5004,399.936,0.000000,0.000000,0.000000,0.0000,0.232865,0.012141,0.012141,0.000000,True
2148,2,0.866990,2.5627,390.213,0.000000,0.000000,0.000000,0.0000,0.232843,0.012250,0.012250,0.000000,True
2149,2,0.869553,2.5177,397.188,0.000000,0.000000,0.000000,0.0000,0.232837,0.012350,0.012350,0.000000,True
2150,2,0.872071,2.5895,386.175,0.000000,0.000000,0.000000,0.0000,0.232815,0.012434,0.012434,0.000000,True
2151,2,0.874663,2.5988,384.793,0.000000,0.000000,0.000000,0.0000,0.232777,0.012496,0.012496,0.000000,True
2152,2,0.877262,2.5169,397.314,0.000000,0.000000,0.000000,0.0000,0.232718,0.012530,0.012530,0.000000,True
2153,2,0.879781,2.6139,382.570,0.000000,0.000000,0.000000,0.0000,0.232657,0.012541,0.012541,0.000000,True
2154,2,0.882395,2.5289,395.429,0.000000,0.000000,0.000000,0.0000,0.232646,0.012556,0.012556,0.000000,True
2155,2,0.884925,2.5155,397.535,0.000000,0.000000,0.000000,0.0000,0.232647,0.012591,0.012591,0.000000,True
2156,2,0.887440,2.5656,389.772,0.000000,0.000000,0.000000,0.0000,0.232656,0.012643,0.012643,0.000000,True
2157,2,0.890006,2.5128,397.962,0.000000,0.000000,0.000000,0.0000,0.232663,0.012710,0.012710,0.000000,True
2158,2,0.892519,2.5613,390.427,0.000000,0.000000,0.000000,0.0000,0.232685,0.012788,0.012788,0.000000,True
2159,2,0.895082,2.7615,362.122,0.000000,0.000000,0.000000,0.0000,0.232681,0.012872,0.012872,0.000000,True
2160,2,0.897843,2.5051,399.186,0.000000,0.000000,0.000000,0.0000,0.232685,0.012965,0.012965,0.000000,True
2161,2,0.900349,2.5000,400.000,0.000000,0.000000,0.000000,0.0000,0.232699,0.013056,0.013056,0.000000,True
2162,2,0.902849,2.5273,395.679,0.000000,0.000000,0.000000,0.0000,0.232722,0.013138,0.013138,0.000000,True
2163,2,0.905377,2.5240,396.197,0.000000,0.000000,0.000000,0.0000,0.232718,0.013212,0.013212,0.000000,True
2164,2,0.907901,2.5331,394.773,0.000000,0.000000,0.000000,0.0000,0.232698,0.013272,0.013272,0.000000,True
2165,2,0.910435,2.4414,409.601,0.000000,0.000000,0.000000,0.0000,0.232657,0.013316,0.013316,0.000000,True
2166,2,0.912876,2.4961,400.625,0.000000,0.000000,0.000000,0.0000,0.232591,0.013339,0.013339,0.000000,True
2167,2,0.915373,2.4984,400.256,0.000000,0.000000,0.000000,0.0000,0.232530,0.013351,0.013351,0.000000,True
2168,2,0.917872,2.5607,390.518,0.000000,0.000000,0.000000,0.0000,0.232490,0.013368,0.013368,0.000000,True
2169,2,0.920433,2.6533,376.889,0.000000,0.000000,0.000000,0.0000,0.232465,0.013393,0.013393,0.000000,True
2170,2,0.923087,2.4803,403.177,0.000000,0.000000,0.000000,0.0000,0.232435,0.013427,0.013427,0.000000,True
2171,2,0.925568,2.4538,407.531,0.000000,0.000000,0.000000,0.0000,0.232411,0.013472,0.013472,0.000000,True
2172,2,0.928022,2.4874,402.026,0.000000,0.000000,0.000000,0.0000,0.232408,0.013524,0.013524,0.000000,True
2173,2,0.930510,2.4781,403.535,0.000000,0.000000,0.000000,0.0000,0.232396,0.013582,0.013582,0.000000,True
2174,2,0.932988,2.4912,401.413,0.000000,0.000000,0.000000,0.0000,0.232377,0.013646,0.013646,0.000000,True
2175,2,0.935480,2.5250,396.040,0.000000,0.000000,0.000000,0.0000,0.232352,0.013712,0.013712,0.000000,True
2176,2,0.938005,2.5286,395.476,0.000000,0.000000,0.000000,0.0000,0.232318,0.013778,0.013778,0.000000,True
2177,2,0.940534,2.5074,398.820,0.000000,0.000000,0.000000,0.0000,0.232272,0.013844,0.013844,0.000000,True
2178,2,0.943042,2.4754,403.975,0.000000,0.000000,0.000000,0.0000,0.232199,0.013905,0.013905,0.000000,True
2179,2,0.945518,2.5048,399.234,0.000000,0.000000,0.000000,0.0000,0.232086,0.013958,0.013958,0.000000,True
2180,2,0.948023,2.5423,393.345,0.000000,0.000000,0.000000,0.0000,0.231949,0.013986,0.013986,0.000000,True
2181,2,0.950566,2.5263,395.836,0.000000,0.000000,0.000000,0.0000,0.231843,0.013988,0.013988,0.000000,True
2182,2,0.953093,2.7750,360.360,0.000000,0.000000,0.000000,0.0000,0.231778,0.013975,0.013975,0.000000,True
2183,2,0.955868,2.5249,396.055,0.000000,0.000000,0.000000,0.0000,0.231720,0.013946,0.013946,0.000000,True
2184,2,0.958395,2.4740,404.204,0.000000,0.000000,0.000000,0.0000,0.231682,0.013923,0.013923,0.000000,True
2185,2,0.960869,2.4922,401.252,0.000000,0.000000,0.000000,0.0000,0.231664,0.013904,0.013904,0.000000,True
2186,2,0.963362,2.4938,400.995,0.000000,0.000000,0.000000,0.0000,0.231657,0.013891,0.013891,0.000000,True
2187,2,0.965856,2.4807,403.112,0.000000,0.000000,0.000000,0.0000,0.231656,0.013886,0.013886,0.000000,True
2188,2,0.968337,2.4803,403.177,0.000000,0.000000,0.000000,0.0000,0.231660,0.013894,0.013894,0.000000,True
2189,2,0.970818,2.4688,405.055,0.000000,0.000000,0.000000,0.0000,0.231651,0.013915,0.013915,0.000000,True
2190,2,0.973287,2.5203,396.778,0.000000,0.000000,0.000000,0.0000,0.231611,0.013951,0.013951,0.000000,True
2191,2,0.975808,2.5502,392.126,0.000000,0.000000,0.000000,0.0000,0.231485,0.014002,0.014002,0.000000,True
2192,2,0.978359,2.5302,395.226,0.000000,0.000000,0.000000,0.0000,0.231334,0.014069,0.014069,0.000000,True
2193,2,0.980889,2.5447,392.974,0.000000,0.000000,0.000000,0.0000,0.231187,0.014133,0.014133,0.000000,True
2194,2,0.983434,2.5433,393.190,0.000000,0.000000,0.000000,0.0000,0.231060,0.014141,0.014141,0.000000,True
2195,2,0.985978,2.5396,393.763,0.000000,0.000000,0.000000,0.0000,0.230998,0.014109,0.014109,0.000000,True
2196,2,0.988518,2.5979,384.926,0.000000,0.000000,0.000000,0.0000,0.230994,0.014049,0.014049,0.000000,True
2197,2,0.991119,3.0027,333.034,0.000000,0.000000,0.000000,0.0000,0.231011,0.013971,0.013971,0.000000,True
2198,2,0.994122,2.5302,395.226,0.000000,0.000000,0.000000,0.0000,0.231015,0.013861,0.013861,0.000000,True
2199,2,0.996652,2.4933,401.075,0.000000,0.000000,0.000000,0.0000,0.231041,0.013792,0.013792,0.000000,True
2200,2,0.999146,2.4966,400.545,0.000000,0.000000,0.000000,0.0000,0.231067,0.013742,0.013742,0.000000,True
2201,2,1.001643,2.5070,398.883,0.000000,0.000000,0.000000,0.0000,0.231090,0.013712,0.013712,0.000000,True
2202,2,1.004150,2.5019,399.696,0.000000,0.000000,0.000000,0.0000,0.231088,0.013706,0.013706,0.000000,True
2203,2,1.006652,2.8102,355.847,0.000000,0.000000,0.000000,0.0000,0.231019,0.013730,0.013730,0.000000,True
2204,2,1.009463,2.5158,397.488,0.000000,0.000000,0.000000,0.0000,0.230854,0.013776,0.013776,0.000000,True
2205,2,1.011979,2.5534,391.635,0.000000,0.000000,0.000000,0.0000,0.230665,0.013872,0.013872,0.000000,True
2206,2,1.014533,2.5086,398.629,0.000000,0.000000,0.000000,0.0000,0.230457,0.013975,0.013975,0.000000,True
2207,2,1.017041,2.5398,393.732,0.000000,0.000000,0.000000,0.0000,0.230273,0.014002,0.014002,0.000000,True
2208,2,1.019582,2.5175,397.220,0.000000,0.000000,0.000000,0.0000,0.230143,0.013960,0.013960,0.000000,True
2209,2,1.022100,2.5867,386.593,0.000000,0.000000,0.000000,0.0000,0.230134,0.013874,0.013874,0.000000,True
2210,2,1.024688,2.5507,392.049,0.000000,0.000000,0.000000,0.0000,0.230171,0.013756,0.013756,0.000000,True
2211,2,1.027239,2.5724,388.742,0.000000,0.000000,0.000000,0.0000,0.230202,0.013632,0.013632,0.000000,True
2212,2,1.029812,2.5187,397.030,0.000000,0.000000,0.000000,0.0000,0.230222,0.013512,0.013512,0.000000,True
2213,2,1.032331,2.5801,387.582,0.000000,0.000000,0.000000,0.0000,0.230253,0.013416,0.013416,0.000000,True
2214,2,1.034911,2.6286,380.431,0.000000,0.000000,0.000000,0.0000,0.230266,0.013343,0.013343,0.000000,True
2215,2,1.037540,2.5009,399.856,0.000000,0.000000,0.000000,0.0000,0.230272,0.013302,0.013302,0.000000,True
2216,2,1.040042,2.5307,395.148,0.000000,0.000000,0.000000,0.0000,0.230185,0.013316,0.013316,0.000000,True
2217,2,1.042573,2.5085,398.645,0.000000,0.000000,0.000000,0.0000,0.230028,0.013375,0.013375,0.000000,True
2218,2,1.045082,2.4775,403.633,0.000000,0.000000,0.000000,0.0000,0.229820,0.013482,0.013482,0.000000,True
2219,2,1.047559,2.4461,408.814,0.000000,0.000000,0.000000,0.0000,0.229586,0.013627,0.013627,0.000000,True
2220,2,1.050006,2.5216,396.574,0.000000,0.000000,0.000000,0.0000,0.229377,0.013695,0.013695,0.000000,True
2221,2,1.052528,2.5161,397.441,0.000000,0.000000,0.000000,0.0000,0.229242,0.013663,0.013663,0.000000,True
2222,2,1.055045,2.5161,397.441,0.000000,0.000000,0.000000,0.0000,0.229189,0.013560,0.013560,0.000000,True
2223,2,1.057561,2.5084,398.661,0.000000,0.000000,0.000000,0.0000,0.229238,0.013418,0.013418,0.000000,True
2224,2,1.060070,2.4685,405.104,0.000000,0.000000,0.000000,0.0000,0.229339,0.013259,0.013259,0.000000,True
2225,2,1.062539,2.5370,394.166,0.000000,0.000000,0.000000,0.0000,0.229429,0.013109,0.013109,0.000000,True
2226,2,1.065076,2.8201,354.597,0.000000,0.000000,0.000000,0.0000,0.229501,0.012968,0.012968,0.000000,True
2227,2,1.067897,2.5245,396.118,0.000000,0.000000,0.000000,0.0000,0.229530,0.012825,0.012825,0.000000,True
2228,2,1.070422,2.4865,402.172,0.000000,0.000000,0.000000,0.0000,0.229570,0.012764,0.012764,0.000000,True
2229,2,1.072908,2.5261,395.867,0.000000,0.000000,0.000000,0.0000,0.229530,0.012764,0.012764,0.000000,True
2230,2,1.075435,2.4669,405.367,0.000000,0.000000,0.000000,0.0000,0.229374,0.012813,0.012813,0.000000,True
2231,2,1.077902,2.4943,400.914,0.000000,0.000000,0.000000,0.0000,0.229002,0.012921,0.012921,0.000000,True
2232,2,1.080397,2.6952,371.030,0.000000,0.000000,0.000000,0.0000,0.228682,0.013086,0.013086,0.000000,True
2233,2,1.083093,2.5571,391.068,0.000000,0.000000,0.000000,0.0000,0.228547,0.013201,0.013201,0.000000,True
2234,2,1.085651,2.4907,401.494,0.000000,0.000000,0.000000,0.0000,0.228461,0.013181,0.013181,0.000000,True
2235,2,1.088142,2.5121,398.073,0.000000,0.000000,0.000000,0.0000,0.228454,0.013068,0.013068,0.000000,True
2236,2,1.090655,2.7037,369.864,0.000000,0.000000,0.000000,0.0000,0.228544,0.012896,0.012896,0.000000,True
2237,2,1.093359,2.4934,401.059,0.000000,0.000000,0.000000,0.0000,0.228694,0.012671,0.012671,0.000000,True
2238,2,1.095853,2.4845,402.496,0.000000,0.000000,0.000000,0.0000,0.228837,0.012478,0.012478,0.000000,True
2239,2,1.098338,2.4967,400.529,0.000000,0.000000,0.000000,0.0000,0.228942,0.012315,0.012315,0.000000,True
2240,2,1.100835,2.4883,401.881,0.000000,0.000000,0.000000,0.0000,0.229033,0.012186,0.012186,0.000000,True
2241,2,1.103323,2.4951,400.786,0.000000,0.000000,0.000000,0.0000,0.229116,0.012105,0.012105,0.000000,True
2242,2,1.105819,2.5694,389.196,0.000000,0.000000,0.000000,0.0000,0.228947,0.012078,0.012078,0.000000,True
2243,2,1.108389,2.5031,399.505,0.000000,0.000000,0.000000,0.0000,0.228589,0.012104,0.012104,0.000000,True
2244,2,1.110893,2.4708,404.727,0.000000,0.000000,0.000000,0.0000,0.228204,0.012205,0.012205,0.000000,True
2245,2,1.113364,2.5629,390.183,0.000000,0.000000,0.000000,0.0000,0.227845,0.012378,0.012378,0.000000,True
2246,2,1.115927,2.5378,394.042,0.000000,0.000000,0.000000,0.0000,0.227622,0.012561,0.012561,0.000000,True
2247,2,1.118465,2.5076,398.788,0.000000,0.000000,0.000000,0.0000,0.227640,0.012596,0.012596,0.000000,True
2248,2,1.120973,2.5277,395.617,0.000000,0.000000,0.000000,0.0000,0.227703,0.012500,0.012500,0.000000,True
2249,2,1.123502,2.5060,399.042,0.000000,0.000000,0.000000,0.0000,0.227827,0.012323,0.012323,0.000000,True
2250,2,1.126008,2.4787,403.437,0.000000,0.000000,0.000000,0.0000,0.227995,0.012111,0.012111,0.000000,True
